author1,author2,similarity
A. Fayt,V. Boudon,1.0
A. Fayt,V. Devi,1.0
A. Fayt,Y. Babikov,1.0
A. Feldman,Argyrios Choimes,1.0
A. Feldman,B. Collen,1.0
A. Feldman,D. Bennett,1.0
A. Feldman,I. Lysenko,1.0
A. Feldman,L. Börger,1.0
A. Feldman,L. Hudson,1.0
A. Feldman,R. Senior,1.0
A. Feldman,S. Contu,1.0
A. Feldman,S. Hill,1.0
A. Feldman,T. Newbold,1.0
A. Fernández-Nebro,A. Tincani,1.0
A. Fernández-Nebro,G. Lakos,1.0
A. Fernández-Nebro,I. Kontopoulou-Griva,1.0
A. Fernández-Nebro,J. Font,1.0
A. Fernández-Nebro,J. Piette,1.0
A. Fernández-Nebro,M. Camps,1.0
A. Fernández-Nebro,M. Khamashta,1.0
A. Fernández-Nebro,R. Cervera,1.0
A. Fernández-Nebro,S. Jacobsen,1.0
A. Fernández-Nebro,Y. Shoenfeld,1.0
A. Fidelis,E. Garnier,1.0
A. Fidelis,G. Bönisch,1.0
A. Fidelis,I. Prentice,1.0
A. Fidelis,I. Wright,1.0
A. Fidelis,J. Cornelissen,1.0
A. Fidelis,M. Westoby,1.0
A. Fidelis,P. Leadley,1.0
A. Fidelis,P. Reich,1.0
A. Fidelis,S. Díaz,1.0
A. Fidelis,S. Lavorel,1.0
A. Fischer,Elena S. Ulbricht-Jones,1.0
A. Fischer,Michael Tillich,1.0
A. Fischer,Pascal Lehwark,1.0
A. Fischer,R. Bock,1.0
A. Fischer,Stephan Greiner,1.0
A. Fischer,Tommaso Pellizzer,1.0
A. Forbes,A. Duncanson,1.0
A. Forbes,D. Clayton,1.0
A. Forbes,D. Kwiatkowski,1.0
A. Forbes,J. Todd,1.0
A. Forbes,L. Cardon,1.0
A. Forbes,N. Craddock,1.0
A. Forbes,N. Samani,1.0
A. Forbes,P. Burton,1.0
A. Forbes,P. Deloukas,1.0
A. Forbes,W. Ouwehand,1.0
A. Frankish,A. Gall,1.0
A. Frankish,C. G. Girón,1.0
A. Frankish,Carla A. Cummins,1.0
A. Frankish,D. Zerbino,1.0
A. Frankish,Jyothish Bhai,1.0
A. Frankish,Konstantinos Billis,1.0
A. Frankish,Leo Gordon,1.0
A. Frankish,M. Amode,1.0
A. Frankish,P. Achuthan,1.0
A. Frankish,Wasiu A. Akanni,1.0
A. Frolkis,Christine Mak,1.0
A. Frolkis,Kelly Banco,1.0
A. Frolkis,Son Ly,1.0
A. G. Robertson,A. Mungall,1.0
A. G. Robertson,Benjamin J. Raphael,1.0
A. G. Robertson,C. Miller,1.0
A. G. Robertson,J. Baty,1.0
A. G. Robertson,K. Hoadley,1.0
A. G. Robertson,L. Ding,1.0
A. G. Robertson,L. Fulton,1.0
A. G. Robertson,P. Laird,1.0
A. G. Robertson,T. Ley,1.0
A. G. Robertson,T. Triche,1.0
A. Gall,C. G. Girón,1.0
A. Gall,Carla A. Cummins,1.0
A. Gall,D. Zerbino,1.0
A. Gall,Jyothish Bhai,1.0
A. Gall,Konstantinos Billis,1.0
A. Gall,Leanne Haggerty,1.0
A. Gall,Leo Gordon,1.0
A. Gall,M. Amode,1.0
A. Gall,P. Achuthan,1.0
A. Gall,Wasiu A. Akanni,1.0
A. Gallagher,E. Herrett,1.0
A. Gallagher,H. Forbes,1.0
A. Gallagher,K. Bhaskaran,1.0
A. Gallagher,L. Smeeth,1.0
A. Gallagher,R. Mathur,1.0
A. Gallagher,T. V. van Staa,1.0
A. Ganna,Beryl B. Cummings,1.0
A. Ganna,Daniel P Birnbaum,1.0
A. Ganna,G. Tiao,1.0
A. Ganna,H. Brand,1.0
A. Ganna,Jessica Alföldi,1.0
A. Ganna,Kristen M. Laricchia,1.0
A. Ganna,L. Francioli,1.0
A. Ganna,L. Gauthier,1.0
A. Ganna,Qingbo S. Wang,1.0
A. Ganna,Ryan L. Collins,1.0
A. Garcia,B. Zeeberg,1.0
A. Garcia,C. M. Shenmen,1.0
A. Garcia,C. Schaefer,1.0
A. Garcia,E. Feingold,1.0
A. Garcia,F. Collins,1.0
A. Garcia,J. G. Derge,1.0
A. Garcia,K. Buetow,1.0
A. Garcia,L. Grouse,1.0
A. Garcia,R. Klausner,1.0
A. Garcia,R. Strausberg,1.0
A. García-Fernández,A. Carattoli,1.0
A. García-Fernández,E. Zankari,1.0
A. García-Fernández,Frank Møller Aarestrup,1.0
A. García-Fernández,L. Villa,1.0
A. García-Fernández,Mette Voldby Larsen,1.0
A. Gaulton,A. Hersey,1.0
A. Gaulton,A. P. Bento,1.0
A. Gaulton,John P. Overington,1.0
A. Gaulton,Jon Chambers,1.0
A. Gaulton,L. Bellis,1.0
A. Gaulton,M. Davies,1.0
A. Gerasimova,A. Kondrashov,1.0
A. Gerasimova,I. Adzhubei,1.0
A. Gerasimova,L. Peshkin,1.0
A. Gerasimova,S. Schmidt,1.0
A. Ghio,D. Anguita,1.0
A. Ghio,Jorge Luis Reyes-Ortiz,1.0
A. Ghio,L. Oneto,1.0
A. Ghio,X. Parra,1.0
A. Gholami,Emanuel Ziegler,1.0
A. Gholami,H. Marx,1.0
A. Gholami,Hannes Hahne,1.0
A. Gholami,J. Schlegl,1.0
A. Gholami,Lars Butzmann,1.0
A. Gholami,M. Lieberenz,1.0
A. Gholami,M. Savitski,1.0
A. Gholami,Mathias Wilhelm,1.0
A. Gholami,Siegfried Gessulat,1.0
A. Gholami,Toby Mathieson,1.0
A. Ghose,J. Wendoloski,1.0
A. Ghose,and Vellarkad N. Viswanadhan,1.0
A. Gindulyte,Benjamin A. Shoemaker,1.0
A. Gindulyte,Gang Fu,1.0
A. Gindulyte,Jian Zhang,1.0
A. Gindulyte,Jie Chen,1.0
A. Gindulyte,P. Thiessen,1.0
A. Gindulyte,Siqian He,1.0
A. Gindulyte,Sunghwan Kim,1.0
A. Gionis,P. Indyk,1.0
A. Gionis,R. Motwani,1.0
A. Glodek,A. Kerlavage,1.0
A. Glodek,B. Dougherty,1.0
A. Glodek,E. Kirkness,1.0
A. Glodek,G. Sutton,1.0
A. Glodek,J. Merrick,1.0
A. Glodek,J. Tomb,1.0
A. Glodek,K. Mckenney,1.0
A. Glodek,M. D. Adams,1.0
A. Glodek,R. Clayton,1.0
A. Glodek,W. FitzHugh,1.0
A. Go,D. Arnett,1.0
A. Go,E. Benjamin,1.0
A. Go,H. Fullerton,1.0
A. Go,J. Despres,1.0
A. Go,M. Blaha,1.0
A. Go,M. Cushman,1.0
A. Go,Mark D. Huffman,1.0
A. Go,S. D. de Ferranti,1.0
A. Go,S. Judd,1.0
A. Go,V. Howard,1.0
A. Godzik,Weizhong Li,1.0
A. González-Angulo,A. Tordai,1.0
A. González-Angulo,B. Hennessy,1.0
A. González-Angulo,C. Liedtke,1.0
A. González-Angulo,C. Mazouni,1.0
A. González-Angulo,F. André,1.0
A. González-Angulo,J. Mejia,1.0
A. González-Angulo,K. Hess,1.0
A. González-Angulo,M. Cristofanilli,1.0
A. González-Angulo,Marjorie C. Green,1.0
A. González-Angulo,W. Symmans,1.0
A. Goris,A. Duncanson,1.0
A. Goris,D. Clayton,1.0
A. Goris,D. Kwiatkowski,1.0
A. Goris,J. Todd,1.0
A. Goris,L. Cardon,1.0
A. Goris,N. Craddock,1.0
A. Goris,N. Samani,1.0
A. Goris,P. Burton,1.0
A. Goris,P. Deloukas,1.0
A. Goris,W. Ouwehand,1.0
A. Gos,A. D. Silva,1.0
A. Gos,B. Bely,1.0
A. Gos,Borisas Bursteinas,1.0
A. Gos,C. Bonilla,1.0
A. Gos,J. Arganiska,1.0
A. Gos,M. Bingley,1.0
A. Gos,M. D. Giorgi,1.0
A. Gos,R. Antunes,1.0
A. Gos,R. Britto,1.0
A. Gos,Tunca Dogan,1.0
A. Graner,R. Varshney,1.0
A. Graner,T. Thiel,1.0
A. Graner,W. Michalek,1.0
A. Greathead,D. Greathead,1.0
A. Gretton,Alex Smola,1.0
A. Gretton,B. Scholkopf,1.0
A. Gretton,Karsten M. Borgwardt,1.0
A. Gretton,M. Rasch,1.0
A. Grosdidier,Arnaud Fortier,1.0
A. Grosdidier,Céline Hernandez,1.0
A. Grosdidier,D. Kuznetsov,1.0
A. Grosdidier,Gábor Csárdi,1.0
A. Grosdidier,Manohar Jonnalagedda,1.0
A. Grosdidier,Panu Artimo,1.0
A. Grosdidier,R. Liechti,1.0
A. Grosdidier,S. Moretti,1.0
A. Grosdidier,V. Ioannidis,1.0
A. Grosdidier,Volker Flegel,1.0
A. Guyonnet,B. Abel,1.0
A. Guyonnet,D. Alonso,1.0
A. Guyonnet,Emily Acosta,1.0
A. Guyonnet,J. Andrew,1.0
A. Guyonnet,J. Tyson,1.0
A. Guyonnet,R. Allsman,1.0
A. Guyonnet,S. Anderson,1.0
A. Guyonnet,S. Kahn,1.0
A. Guyonnet,Y. AlSayyad,1.0
A. Guyonnet,vZeljko Ivezi'c,1.0
A. Görg,M. Dunn,1.0
A. Görg,W. Weiss,1.0
A. Haas,A. Apter,1.0
A. Haas,A. Beautrais,1.0
A. Haas,A. Marušič,1.0
A. Haas,D. Currier,1.0
A. Haas,J. Bertolote,1.0
A. Haas,J. Lonnqvist,1.0
A. Haas,J. Mann,1.0
A. Haas,K. Malone,1.0
A. Haas,L. Mehlum,1.0
A. Haas,U. Hegerl,1.0
A. Haines,C. Free,1.0
A. Haines,G. Phillips,1.0
A. Haines,L. Felix,1.0
A. Haines,Leandro Galli,1.0
A. Haines,Louise Watson,1.0
A. Haines,P. Edwards,1.0
A. Hakura,H. Okamura,1.0
A. Hakura,H. Tsutsui,1.0
A. Hakura,K. Akita,1.0
A. Hakura,K. Hattori,1.0
A. Hakura,K. Torigoe,1.0
A. Hakura,M. Yutsudo,1.0
A. Hakura,T. Komatsu,1.0
A. Hakura,T. Okura,1.0
A. Hakura,T. Tanimoto,1.0
A. Hakura,Y. Nukada,1.0
A. Hall,A. Duncanson,1.0
A. Hall,D. Clayton,1.0
A. Hall,D. Kwiatkowski,1.0
A. Hall,J. Todd,1.0
A. Hall,L. Cardon,1.0
A. Hall,N. Craddock,1.0
A. Hall,N. Samani,1.0
A. Hall,P. Burton,1.0
A. Hall,P. Deloukas,1.0
A. Hall,W. Ouwehand,1.0
A. Hamosh,A. F. Scott,1.0
A. Hamosh,Carol A. Bocchini,1.0
A. Hamosh,J. Amberger,1.0
A. Hamosh,V. McKusick,1.0
A. Hanberg,H. Fiedler,1.0
A. Hanberg,H. Håkansson,1.0
A. Hanberg,L. Birnbaum,1.0
A. Hanberg,L. Haws,1.0
A. Hanberg,M. Denison,1.0
A. Hanberg,M. Feeley,1.0
A. Hanberg,M. Rose,1.0
A. Hanberg,M. van den Berg,1.0
A. Hanberg,Michael J De Vito,1.0
A. Hanberg,W. Farland,1.0
A. Harjula,A. Faichney,1.0
A. Harjula,C. D. Vincentiis,1.0
A. Harjula,E. Baudet,1.0
A. Harjula,E. Gauducheau,1.0
A. Harjula,F. Gavrielle,1.0
A. Harjula,F. Roques,1.0
A. Harjula,J. Cortina,1.0
A. Harjula,M. David,1.0
A. Harjula,P. Michel,1.0
A. Harjula,S. Nashef,1.0
A. Hartman,C. Dresser,1.0
A. Hartman,G. Block,1.0
A. Hartman,J. Gannon,1.0
A. Hartman,L. Gardner,1.0
A. Hartman,M. Carroll,1.0
A. Hartmann,B. Burlinson,1.0
A. Hartmann,Diana Anderson,1.0
A. Hartmann,E. Agurell,1.0
A. Hartmann,E. Rojas,1.0
A. Hartmann,H. Kobayashi,1.0
A. Hartmann,J. Ryu,1.0
A. Hartmann,R. Tice,1.0
A. Hartmann,Y. Miyamae,1.0
A. Hartmann,Y. Sasaki,1.0
A. Hattersley,A. Duncanson,1.0
A. Hattersley,D. Clayton,1.0
A. Hattersley,D. Kwiatkowski,1.0
A. Hattersley,J. Todd,1.0
A. Hattersley,L. Cardon,1.0
A. Hattersley,N. Craddock,1.0
A. Hattersley,N. Samani,1.0
A. Hattersley,P. Burton,1.0
A. Hattersley,P. Deloukas,1.0
A. Hattersley,W. Ouwehand,1.0
A. He,A. G. Robertson,1.0
A. He,A. Mungall,1.0
A. He,Benjamin J. Raphael,1.0
A. He,C. Miller,1.0
A. He,J. Baty,1.0
A. He,K. Hoadley,1.0
A. He,L. Ding,1.0
A. He,P. Laird,1.0
A. He,T. Ley,1.0
A. He,T. Triche,1.0
A. Hedin,A. Aikin,1.0
A. Hedin,D. Drob,1.0
A. Hedin,J. Picone,1.0
A. Heger,Chris Boursnell,1.0
A. Heger,Erik L. L. Sonnhammer,1.0
A. Heger,Joanne E. Pollington,1.0
A. Heger,John G. Tate,1.0
A. Heger,Kristoffer Forslund,1.0
A. Heger,Liisa Holm,1.0
A. Heger,Ningze Pang,1.0
A. Heger,O. L. Gavin,1.0
A. Heger,Penny C. Coggill,1.0
A. Heger,Prasad Gunasekaran,1.0
A. Heger,Robert D. Finn,1.0
A. Heger,Sean R. Eddy,1.0
A. Hernandez,J. C. Keurentjes,1.0
A. Hernandez,K. Misso,1.0
A. Hernandez,M. Nisio,1.0
A. Hernandez,P. Whiting,1.0
A. Hernandez,R. Wolff,1.0
A. Hernandez,S. Duffy,1.0
A. Hernandez,S. Lang,1.0
A. Hernandez,S. Ryder,1.0
A. Hernandez,Simone Schmidlkofer,1.0
A. Hernandez,Sohan Deshpande,1.0
A. Hersey,A. Gaulton,1.0
A. Hersey,A. P. Bento,1.0
A. Hersey,John P. Overington,1.0
A. Hersey,Jon Chambers,1.0
A. Hersey,L. Bellis,1.0
A. Hersey,M. Davies,1.0
A. Hill,A. Duncanson,1.0
A. Hill,D. Clayton,1.0
A. Hill,D. Kwiatkowski,1.0
A. Hill,J. Todd,1.0
A. Hill,L. Cardon,1.0
A. Hill,N. Craddock,1.0
A. Hill,N. Samani,1.0
A. Hill,P. Burton,1.0
A. Hill,P. Deloukas,1.0
A. Hill,W. Ouwehand,1.0
A. Hinks,A. Duncanson,1.0
A. Hinks,D. Clayton,1.0
A. Hinks,D. Kwiatkowski,1.0
A. Hinks,J. Todd,1.0
A. Hinks,L. Cardon,1.0
A. Hinks,N. Craddock,1.0
A. Hinks,N. Samani,1.0
A. Hinks,P. Burton,1.0
A. Hinks,P. Deloukas,1.0
A. Hinks,W. Ouwehand,1.0
A. Hinrichs,D. Karolchik,1.0
A. Hochhaus,E. Berti,1.0
A. Hochhaus,E. Solary,1.0
A. Hochhaus,J. Apperley,1.0
A. Hochhaus,J. C. Chan,1.0
A. Hochhaus,J. Khoury,1.0
A. Hochhaus,L. Busque,1.0
A. Hochhaus,O. Abla,1.0
A. Hochhaus,R. Alaggio,1.0
A. Hochhaus,R. Bejar,1.0
A. Hochhaus,Yassmine M N Akkari,1.0
A. Hogg,A. Bayliss,1.0
A. Hogg,C. Buck,1.0
A. Hogg,C. Ramsey,1.0
A. Hogg,E. Bard,1.0
A. Hogg,Hai Cheng,1.0
A. Hogg,J. Beck,1.0
A. Hogg,M. Friedrich,1.0
A. Hogg,P. Blackwell,1.0
A. Hogg,P. Reimer,1.0
A. Hogg,R. Edwards,1.0
A. Hosseinian-Far,Aliakbar Vaisi-Raygani,1.0
A. Hosseinian-Far,Behnam Khaledi-Paveh,1.0
A. Hosseinian-Far,M. Mohammadi,1.0
A. Hosseinian-Far,N. Salari,1.0
A. Hosseinian-Far,R. Jalali,1.0
A. Hosseinian-Far,Shabnam Rasoulpoor,1.0
A. Hosseinian-Far,Shna Rasoulpoor,1.0
A. Ignatchenko,A. Tikuisis,1.0
A. Ignatchenko,G. Cagney,1.0
A. Ignatchenko,Gouqing Zhong,1.0
A. Ignatchenko,Haiyuan Yu,1.0
A. Ignatchenko,Joyce Li,1.0
A. Ignatchenko,N. Krogan,1.0
A. Ignatchenko,Nira Datta,1.0
A. Ignatchenko,S. Pu,1.0
A. Ignatchenko,Thanuja Punna,1.0
A. Ignatchenko,Xinghua Guo,1.0
A. Iorio,A. Keepanasseril,1.0
A. Iorio,Bhairavi Sivaramalingam,1.0
A. Iorio,N. Mistry,1.0
A. Iorio,N. Wilczynski,1.0
A. Iorio,Nicholas Hobson,1.0
A. Iorio,R. Jeffery,1.0
A. Iorio,R. Nieuwlaat,1.0
A. Iorio,S. Jack,1.0
A. Iorio,T. Agoritsas,1.0
A. Iorio,T. Navarro,1.0
A. Ireland,B. Marshall,1.0
A. Ireland,Gerald M. Rubin,1.0
A. Ireland,J. Lomax,1.0
A. Ireland,J. Richter,1.0
A. Ireland,Jennifer I. Clark,1.0
A. Ireland,K. Eilbeck,1.0
A. Ireland,M. Ashburner,1.0
A. Ireland,M. Harris,1.0
A. Ireland,R. Foulger,1.0
A. Ireland,S. Lewis,1.0
A. Irwin,A. Moorhead,1.0
A. Irwin,C. Hoving,1.0
A. Irwin,Diane E Hazlett,1.0
A. Irwin,J. Carroll,1.0
A. Irwin,L. Harrison,1.0
A. Jadhav,Clifford A. Kapono,1.0
A. Jadhav,Don D. Nguyen,1.0
A. Jadhav,J. Watrous,1.0
A. Jadhav,Jeremy J. Carver,1.0
A. Jadhav,Laura M. Sanchez,1.0
A. Jadhav,Mingxun Wang,1.0
A. Jadhav,Neha Garg,1.0
A. Jadhav,Tal Luzzatto-Knaan,1.0
A. Jadhav,Vanessa V. Phelan,1.0
A. Jadhav,Yao Peng,1.0
A. Jakalian,C. Bayly,1.0
A. Jakalian,D. Jack,1.0
A. Jalili,E. Garnier,1.0
A. Jalili,G. Bönisch,1.0
A. Jalili,I. Prentice,1.0
A. Jalili,I. Wright,1.0
A. Jalili,J. Cornelissen,1.0
A. Jalili,M. Westoby,1.0
A. Jalili,P. Leadley,1.0
A. Jalili,P. Reich,1.0
A. Jalili,S. Díaz,1.0
A. Jalili,S. Lavorel,1.0
A. Joe,Andrew Albright,1.0
A. Joe,E. Murphy,1.0
A. Joe,Hongchao Lu,1.0
A. Joe,J. Yearley,1.0
A. Joe,M. Ayers,1.0
A. Joe,M. Nebozhyn,1.0
A. Joe,R. Cristescu,1.0
A. Joe,R. Mogg,1.0
A. Joe,Xiao Qiao Liu,1.0
A. Joe,Xinwei Sher,1.0
A. Jolly,A. Barbe,1.0
A. Jolly,A. Campargue,1.0
A. Jolly,E. Cohen,1.0
A. Jolly,L. Bizzocchi,1.0
A. Jolly,L. Coudert,1.0
A. Jolly,M. Birk,1.0
A. Jolly,P. Bernath,1.0
A. Jolly,V. Boudon,1.0
A. Jolly,V. Devi,1.0
A. Jolly,Y. Babikov,1.0
A. Karchmer,E. Perencevich,1.0
A. Karchmer,G. Sakoulas,1.0
A. Karchmer,M. Schwaber,1.0
A. Karchmer,S. Cosgrove,1.0
A. Karchmer,Y. Carmeli,1.0
A. Karsan,A. G. Robertson,1.0
A. Karsan,A. Mungall,1.0
A. Karsan,Benjamin J. Raphael,1.0
A. Karsan,C. Miller,1.0
A. Karsan,J. Baty,1.0
A. Karsan,K. Hoadley,1.0
A. Karsan,L. Ding,1.0
A. Karsan,P. Laird,1.0
A. Karsan,T. Ley,1.0
A. Karsan,T. Triche,1.0
A. Karthikesalingam,Bernardino Romera-Paredes,1.0
A. Karthikesalingam,Brendan O'Donoghue,1.0
A. Karthikesalingam,D. Visentin,1.0
A. Karthikesalingam,Harry Askham,1.0
A. Karthikesalingam,J. Ledsam,1.0
A. Karthikesalingam,Jeffrey De Fauw,1.0
A. Karthikesalingam,Nenad Tomašev,1.0
A. Karthikesalingam,Sam Blackwell,1.0
A. Karthikesalingam,Stanislav Nikolov,1.0
A. Karthikesalingam,Xavier Glorot,1.0
A. Karthikeyan,C. Wilks,1.0
A. Karthikeyan,Cynthia H. Lee,1.0
A. Karthikeyan,D. Swarbreck,1.0
A. Karthikeyan,Debbie L. Alexander,1.0
A. Karthikeyan,Donghui Li,1.0
A. Karthikeyan,M. Garcia-Hernandez,1.0
A. Karthikeyan,Philippe Lamesch,1.0
A. Karthikeyan,Rajkumar Sasidharan,1.0
A. Karthikeyan,Robert J. Muller,1.0
A. Karthikeyan,W. Nelson,1.0
A. Kasprzyk,B. Moor,1.0
A. Kasturiratne,A. Pathmeswaran,1.0
A. Kasturiratne,A. Rajitha Wickremasinghe,1.0
A. Kasturiratne,D. Lalloo,1.0
A. Kasturiratne,H. Janaka de Silva,1.0
A. Kasturiratne,K. Winkel,1.0
A. Kasturiratne,L. Savioli,1.0
A. Kasturiratne,N. D. de Silva,1.0
A. Kasturiratne,N. Kithsiri Gunawardena,1.0
A. Kasturiratne,R. Premaratna,1.0
A. Keepanasseril,A. Iorio,1.0
A. Keepanasseril,Bhairavi Sivaramalingam,1.0
A. Keepanasseril,N. Mistry,1.0
A. Keepanasseril,N. Wilczynski,1.0
A. Keepanasseril,Nicholas Hobson,1.0
A. Keepanasseril,R. Jeffery,1.0
A. Keepanasseril,R. Nieuwlaat,1.0
A. Keepanasseril,S. Jack,1.0
A. Keepanasseril,T. Agoritsas,1.0
A. Keepanasseril,T. Navarro,1.0
A. Kejariwal,A. Narechania,1.0
A. Kejariwal,Brian Karlak,1.0
A. Kejariwal,Karen Diemer,1.0
A. Kejariwal,M. Campbell,1.0
A. Kejariwal,R. Daverman,1.0
A. Kel,B. Lewicki-Potapov,1.0
A. Kel,E. Fricke,1.0
A. Kel,H. Saxel,1.0
A. Kel,I. Reuter,1.0
A. Kel,K. Hornischer,1.0
A. Kel,O. Kel-Margoulis,1.0
A. Kel,S. Land,1.0
A. Kel,V. Matys,1.0
A. Keniry,A. Duncanson,1.0
A. Keniry,D. Clayton,1.0
A. Keniry,D. Kwiatkowski,1.0
A. Keniry,J. Todd,1.0
A. Keniry,L. Cardon,1.0
A. Keniry,N. Craddock,1.0
A. Keniry,N. Samani,1.0
A. Keniry,P. Burton,1.0
A. Keniry,P. Deloukas,1.0
A. Keniry,W. Ouwehand,1.0
A. Kerkhoff,E. Garnier,1.0
A. Kerkhoff,G. Bönisch,1.0
A. Kerkhoff,I. Prentice,1.0
A. Kerkhoff,I. Wright,1.0
A. Kerkhoff,J. Cornelissen,1.0
A. Kerkhoff,M. Westoby,1.0
A. Kerkhoff,P. Leadley,1.0
A. Kerkhoff,P. Reich,1.0
A. Kerkhoff,S. Díaz,1.0
A. Kerkhoff,S. Lavorel,1.0
A. Kerlavage,B. Dougherty,1.0
A. Kerlavage,C. Fields,1.0
A. Kerlavage,E. Kirkness,1.0
A. Kerlavage,G. Sutton,1.0
A. Kerlavage,J. Merrick,1.0
A. Kerlavage,J. Tomb,1.0
A. Kerlavage,K. Mckenney,1.0
A. Kerlavage,M. D. Adams,1.0
A. Kerlavage,R. Clayton,1.0
A. Kerlavage,W. FitzHugh,1.0
A. Khalil,A. C. Llavall,1.0
A. Khalil,A. Dixit,1.0
A. Khalil,Dengyi Zhou,1.0
A. Khalil,E. Stallings,1.0
A. Khalil,J. Allotey,1.0
A. Khalil,L. Debenham,1.0
A. Khalil,M. Bonet,1.0
A. Khalil,M. Yap,1.0
A. Khalil,S. Chatterjee,1.0
A. Khalil,T. Kew,1.0
A. Kirkpatrick,A. Dean,1.0
A. Kirkpatrick,D. Lichtenstein,1.0
A. Kirkpatrick,G. Mathis,1.0
A. Kirkpatrick,G. Via,1.0
A. Kirkpatrick,G. Volpicelli,1.0
A. Kirkpatrick,L. Gargani,1.0
A. Kirkpatrick,L. Melniker,1.0
A. Kirkpatrick,M. Blaivas,1.0
A. Kirkpatrick,M. Elbarbary,1.0
A. Kirkpatrick,V. Noble,1.0
A. Kitson,Cfb Sanderson,1.0
A. Kitson,Cm Mckee,1.0
A. Kitson,Dl Lamping,1.0
A. Kitson,Doug Altman,1.0
A. Kitson,I. Russell,1.0
A. Kitson,J. Askham,1.0
A. Kitson,Mk Murphy,1.0
A. Kitson,Mr Peter Bower,1.0
A. Kitson,N. Black,1.0
A. Kitson,T. Marteau,1.0
A. Knohl,A. Börner,1.0
A. Knohl,B. Law,1.0
A. Knohl,D. Hessenmöller,1.0
A. Knohl,J. Grace,1.0
A. Knohl,S. Luyssaert,1.0
A. Kondrashov,A. Gerasimova,1.0
A. Kondrashov,I. Adzhubei,1.0
A. Kondrashov,L. Peshkin,1.0
A. Kondrashov,S. Schmidt,1.0
A. Konkashbaev,E. Lo,1.0
A. Konkashbaev,Fernando García,1.0
A. Konkashbaev,Gary Walters,1.0
A. Konkashbaev,J. Lonsdale,1.0
A. Konkashbaev,Jeffrey A. Thomas,1.0
A. Konkashbaev,Mike Salvatore,1.0
A. Konkashbaev,Nancy Young,1.0
A. Konkashbaev,R. Hasz,1.0
A. Konkashbaev,R. Phillips,1.0
A. Konkashbaev,Saboor Shad,1.0
A. Kotliarov,Chad Charowhas,1.0
A. Kotliarov,Colleen J. Bollin,1.0
A. Kotliarov,Devon Bourexis,1.0
A. Kotliarov,I. Dondoshansky,1.0
A. Kotliarov,J. Beck,1.0
A. Kotliarov,Karen Clark,1.0
A. Kotliarov,Kathryn Funk,1.0
A. Kotliarov,Lawrence Fitzpatrick,1.0
A. Kotliarov,Mark Cavanaugh,1.0
A. Kotliarov,R. Agarwala,1.0
A. Kryzhanivska,B. Alekseev,1.0
A. Kryzhanivska,B. Melichar,1.0
A. Kryzhanivska,B. Rini,1.0
A. Kryzhanivska,D. Nosov,1.0
A. Kryzhanivska,D. Soulières,1.0
A. Kryzhanivska,F. Pouliot,1.0
A. Kryzhanivska,I. Vynnychenko,1.0
A. Kryzhanivska,R. Gafanov,1.0
A. Kryzhanivska,R. Hawkins,1.0
A. Kryzhanivska,V. Stus,1.0
A. Krzyżak,C. Suen,1.0
A. Krzyżak,L. Xu,1.0
A. Kuendgen,D. Bowen,1.0
A. Kuendgen,F. Dreyfus,1.0
A. Kuendgen,F. Solé,1.0
A. Kuendgen,G. Garcia-Manero,1.0
A. Kuendgen,G. Sanz,1.0
A. Kuendgen,H. Tuechler,1.0
A. Kuendgen,J. Bennett,1.0
A. Kuendgen,J. Schanz,1.0
A. Kuendgen,P. Fenaux,1.0
A. Kuendgen,P. Greenberg,1.0
A. Kuznetsov,Chad Charowhas,1.0
A. Kuznetsov,Colleen J. Bollin,1.0
A. Kuznetsov,Devon Bourexis,1.0
A. Kuznetsov,I. Dondoshansky,1.0
A. Kuznetsov,J. Beck,1.0
A. Kuznetsov,Karen Clark,1.0
A. Kuznetsov,Kathryn Funk,1.0
A. Kuznetsov,Lawrence Fitzpatrick,1.0
A. Kuznetsov,Mark Cavanaugh,1.0
A. Kuznetsov,R. Agarwala,1.0
A. König,Arno Buchner,1.0
A. König,Gangolf Jobb,1.0
A. König,H. Meier,1.0
A. König,L. Richter,1.0
A. König,O. Strunk,1.0
A. König,Ralf Westram,1.0
A. König,Susanne Steppi,1.0
A. König,Tina Lai,1.0
A. König,Wolfram Förster,1.0
A. König,Yadhukumar,1.0
A. Laird,C. Beckmann,1.0
A. Laird,C. Mackay,1.0
A. Laird,D. Glahn,1.0
A. Laird,K. Miller,1.0
A. Laird,K. Watkins,1.0
A. Laird,N. Filippini,1.0
A. Laird,P. Fox,1.0
A. Laird,R. Toro,1.0
A. Laird,Stephen M. Smith,1.0
A. Lakshman,Prashant Malik,1.0
A. Lalev,A. Ignatchenko,1.0
A. Lalev,A. Tikuisis,1.0
A. Lalev,G. Cagney,1.0
A. Lalev,Gouqing Zhong,1.0
A. Lalev,Haiyuan Yu,1.0
A. Lalev,Joyce Li,1.0
A. Lalev,N. Krogan,1.0
A. Lalev,Nira Datta,1.0
A. Lalev,S. Pu,1.0
A. Lalev,Xinghua Guo,1.0
A. Larson,A. Shakil,1.0
A. Larson,Frank V. Schioødt,1.0
A. Larson,G. Ostapowicz,1.0
A. Larson,J. Crippin,1.0
A. Larson,J. Hay,1.0
A. Larson,L. Hynan,1.0
A. Larson,R. Fontana,1.0
A. Larson,Steven‐Huy B. Han,1.0
A. Larson,T. Davern,1.0
